npbbID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
33190,105329,2020,1,PL,RAKUTEN,55,35,3,7,1,0,0,4,0,0.0,1,5,2.0,38.0,8,0.2,0.229,0.222,0.451,0.026,0.132
33191,105329,2022,1,CL,DENA,33,36,1,9,0,0,0,5,0,0.0,4,5,1.0,40.0,9,0.25,0.25,0.325,0.575,0.1,0.125
33192,105330,2005,1,PL,RAKUTEN,23,3,0,1,0,0,0,0,0,0.0,0,2,0.0,3.0,1,0.333,0.333,0.333,0.667,0.0,0.667
33193,105330,2006,1,PL,RAKUTEN,30,6,0,0,0,0,0,0,0,0.0,0,3,1.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.429
33194,105330,2007,1,PL,RAKUTEN,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33195,105330,2008,1,PL,RAKUTEN,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33196,105330,2009,1,CL,YAKULT,9,10,0,2,0,0,0,0,1,0.0,0,3,0.0,10.0,2,0.2,0.2,0.2,0.4,0.0,0.3
33197,105330,2011,1,CL,YAKULT,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33198,105331,2005,1,CL,YOMIURI,20,42,1,6,2,0,0,1,0,0.0,1,15,0.0,45.0,8,0.143,0.19,0.182,0.372,0.022,0.333
33199,105331,2006,1,CL,YOMIURI,65,141,13,29,12,1,3,18,1,0.0,5,38,2.0,151.0,52,0.206,0.369,0.233,0.602,0.033,0.252
33200,105331,2007,1,CL,YOMIURI,20,19,3,3,1,0,1,3,1,0.0,3,7,0.0,23.0,7,0.158,0.368,0.261,0.629,0.13,0.304
33201,105331,2008,1,CL,YOMIURI,96,276,41,74,21,3,5,23,7,5.0,14,43,5.0,298.0,116,0.268,0.42,0.311,0.731,0.047,0.144
33202,105331,2009,1,CL,YOMIURI,134,490,79,142,25,4,25,71,12,7.0,45,74,7.0,547.0,250,0.29,0.51,0.354,0.864,0.082,0.135
33203,105331,2010,1,CL,YOMIURI,71,205,22,38,13,0,5,17,4,2.0,9,38,4.0,220.0,66,0.185,0.322,0.228,0.55,0.041,0.173
33204,105331,2011,1,CL,YOMIURI,111,284,27,70,13,2,3,24,7,1.0,14,43,5.0,308.0,96,0.246,0.338,0.283,0.621,0.045,0.14
33205,105331,2012,1,CL,YOMIURI,60,110,12,26,7,3,2,11,0,0.0,4,13,3.0,117.0,45,0.236,0.409,0.27,0.679,0.034,0.111
33206,105331,2013,1,CL,YOMIURI,86,296,31,76,17,0,3,25,3,2.0,17,36,5.0,324.0,102,0.257,0.345,0.298,0.643,0.052,0.111
33207,105331,2014,1,CL,YOMIURI,69,240,31,71,17,1,8,26,3,1.0,19,30,4.0,268.0,114,0.296,0.475,0.352,0.827,0.071,0.112
33208,105331,2015,1,CL,YOMIURI,109,382,42,104,21,0,6,35,8,1.0,40,59,6.0,432.0,143,0.272,0.374,0.338,0.712,0.093,0.137
33209,105331,2016,1,CL,YOMIURI,66,226,21,57,14,0,3,23,0,2.0,11,35,7.0,240.0,80,0.252,0.354,0.287,0.641,0.046,0.146
33210,105331,2017,1,CL,YOMIURI,109,247,20,62,16,0,6,47,1,0.0,27,38,4.0,277.0,96,0.251,0.389,0.325,0.714,0.097,0.137
33211,105331,2018,1,CL,YOMIURI,123,422,47,107,20,0,13,49,4,0.0,36,70,6.0,461.0,166,0.254,0.393,0.315,0.708,0.078,0.152
33212,105331,2019,1,CL,YOMIURI,131,450,67,128,27,2,13,55,9,1.0,45,91,6.0,503.0,198,0.284,0.44,0.346,0.786,0.089,0.181
33213,105331,2020,1,CL,YOMIURI,51,141,21,36,7,0,2,17,0,1.0,11,21,3.0,156.0,49,0.255,0.348,0.31,0.657,0.071,0.135
33214,105331,2021,1,CL,YOMIURI,92,186,15,40,12,1,3,17,1,1.0,13,47,3.0,206.0,63,0.215,0.339,0.27,0.608,0.063,0.228
33215,105332,2005,1,CL,YOMIURI,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33216,105332,2007,1,CL,YOMIURI,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33217,105333,2005,1,PL,SOFTBANK,3,2,0,1,0,0,0,0,0,0.0,0,1,0.0,2.0,1,0.5,0.5,0.5,1.0,0.0,0.5
33218,105333,2006,1,PL,SOFTBANK,105,245,17,56,7,0,1,19,1,0.0,17,72,3.0,284.0,66,0.229,0.269,0.279,0.549,0.06,0.254
33219,105333,2007,1,PL,SOFTBANK,100,184,15,34,2,0,0,6,2,0.0,7,53,3.0,213.0,36,0.185,0.196,0.219,0.414,0.033,0.249
33220,105333,2008,1,PL,SOFTBANK,60,97,5,13,3,0,0,7,0,0.0,5,21,0.0,111.0,16,0.134,0.165,0.175,0.34,0.045,0.189
33221,105333,2009,1,PL,SOFTBANK,30,27,4,5,3,1,0,2,0,0.0,0,5,0.0,33.0,10,0.185,0.37,0.185,0.556,0.0,0.152
33222,105333,2010,1,PL,SOFTBANK,77,205,12,43,9,0,2,18,0,0.0,11,71,2.0,235.0,58,0.21,0.283,0.256,0.539,0.047,0.302
33223,105333,2011,1,PL,SOFTBANK,86,148,6,28,7,0,0,13,0,0.0,5,45,4.0,168.0,35,0.189,0.236,0.214,0.451,0.03,0.268
33224,105333,2012,1,PL,SOFTBANK,85,86,6,17,6,0,0,2,0,0.0,6,22,0.0,98.0,23,0.198,0.267,0.25,0.517,0.061,0.224
33225,105333,2013,1,PL,SOFTBANK,91,139,14,35,8,1,1,20,0,0.0,10,30,0.0,168.0,48,0.252,0.345,0.314,0.659,0.06,0.179
33226,105333,2014,1,PL,ORIX,60,65,3,7,1,0,0,4,0,0.0,2,20,0.0,79.0,8,0.108,0.123,0.147,0.27,0.025,0.253
33227,105333,2015,1,PL,ORIX,79,147,12,30,5,0,0,14,1,1.0,13,31,2.0,188.0,35,0.204,0.238,0.302,0.54,0.069,0.165
33228,105333,2016,1,PL,ORIX,43,66,2,10,1,0,0,0,0,0.0,3,16,0.0,80.0,11,0.152,0.167,0.188,0.355,0.038,0.2
33229,105333,2017,1,PL,ORIX,17,18,1,2,2,0,0,2,0,0.0,2,4,0.0,22.0,4,0.111,0.222,0.2,0.422,0.091,0.182
33230,105333,2018,1,PL,ORIX,81,92,6,19,4,0,0,5,0,1.0,4,21,2.0,104.0,23,0.207,0.25,0.24,0.49,0.038,0.202
33231,105333,2019,1,PL,ORIX,24,8,0,0,0,0,0,0,0,0.0,0,5,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.625
33232,105333,2020,1,PL,ORIX,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33233,105334,2005,1,PL,SEIBU,14,2,0,0,0,0,0,1,0,0.0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33234,105334,2006,1,PL,SEIBU,31,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33235,105334,2007,1,PL,SEIBU,18,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33236,105334,2008,1,PL,SEIBU,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33237,105334,2009,1,PL,SEIBU,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33238,105334,2010,1,CL,YAKULT,4,1,0,0,0,0,0,0,0,0.0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33239,105334,2011,1,CL,YAKULT,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33240,105335,2005,1,PL,SOFTBANK,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33241,105335,2006,1,PL,SOFTBANK,4,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2.0,1,1.0,1.0,1.0,2.0,0.0,0.0
33242,105335,2008,1,PL,SOFTBANK,20,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33243,105335,2009,1,PL,SOFTBANK,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33244,105335,2010,1,PL,SOFTBANK,5,1,0,0,0,0,0,0,0,0.0,1,1,0.0,2.0,0,0.0,0.0,0.5,0.5,0.5,0.5
33245,105335,2011,1,PL,SOFTBANK,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33246,105335,2012,1,PL,ORIX,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33247,105336,2005,1,CL,HANSHIN,2,0,1,0,0,0,0,0,1,1.0,0,0,0.0,0.0,0,,,,,,
33248,105336,2006,1,CL,HANSHIN,6,14,1,2,0,0,0,0,2,1.0,0,3,0.0,15.0,2,0.143,0.143,0.143,0.286,0.0,0.2
33249,105336,2007,1,CL,HANSHIN,28,39,4,6,1,0,0,1,8,1.0,2,5,1.0,43.0,7,0.154,0.179,0.19,0.37,0.047,0.116
33250,105336,2008,1,CL,HIROSHIMA,125,342,62,88,13,1,7,24,12,2.0,23,67,3.0,390.0,124,0.257,0.363,0.317,0.68,0.059,0.172
33251,105336,2009,1,CL,HIROSHIMA,137,423,58,98,15,3,6,43,14,7.0,33,79,3.0,489.0,137,0.232,0.324,0.289,0.613,0.067,0.162
33252,105336,2010,1,CL,HIROSHIMA,113,291,41,83,12,3,4,33,20,4.0,8,48,4.0,320.0,113,0.285,0.388,0.307,0.696,0.025,0.15
33253,105336,2011,1,CL,HIROSHIMA,80,192,25,50,9,0,1,18,19,4.0,4,29,1.0,217.0,62,0.26,0.323,0.287,0.61,0.018,0.134
33254,105336,2012,1,CL,HIROSHIMA,76,207,22,50,6,0,3,15,18,2.0,18,33,4.0,246.0,65,0.242,0.314,0.313,0.627,0.073,0.134
33255,105336,2013,1,CL,HIROSHIMA,85,54,16,11,2,0,0,3,12,4.0,1,9,0.0,60.0,13,0.204,0.241,0.232,0.473,0.017,0.15
33256,105336,2014,1,CL,HIROSHIMA,74,28,25,6,2,0,0,4,12,5.0,1,8,0.0,32.0,8,0.214,0.286,0.267,0.552,0.031,0.25
33257,105336,2015,1,CL,HIROSHIMA,52,9,13,2,1,0,0,0,6,3.0,0,2,0.0,9.0,3,0.222,0.333,0.222,0.556,0.0,0.222
33258,105336,2016,1,CL,HIROSHIMA,89,19,15,7,1,1,0,3,12,2.0,2,4,0.0,21.0,10,0.368,0.526,0.429,0.955,0.095,0.19
33259,105336,2019,1,CL,HIROSHIMA,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33260,105337,2005,1,CL,YOKOHAMA,8,2,1,0,0,0,0,0,0,0.0,1,2,0.0,3.0,0,0.0,0.0,0.333,0.333,0.333,0.667
33261,105337,2006,1,CL,YOKOHAMA,16,23,0,0,0,0,0,0,0,0.0,0,16,1.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.64
33262,105337,2007,1,CL,YOKOHAMA,64,6,0,0,0,0,0,0,0,0.0,0,3,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33263,105337,2008,1,CL,YOKOHAMA,23,18,0,3,0,0,0,1,0,0.0,0,10,0.0,20.0,3,0.167,0.167,0.211,0.377,0.0,0.5
33264,105337,2009,1,CL,YOKOHAMA,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33265,105338,2005,1,CL,YOKOHAMA,15,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33266,105338,2006,1,CL,YOKOHAMA,6,3,0,0,0,0,0,0,0,0.0,0,1,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.333
33267,105338,2007,1,CL,YOKOHAMA,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33268,105338,2008,1,CL,HIROSHIMA,37,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33269,105338,2010,1,CL,HIROSHIMA,51,1,0,1,0,0,0,0,0,0.0,0,0,0.0,1.0,1,1.0,1.0,1.0,2.0,0.0,0.0
33270,105338,2011,1,CL,HIROSHIMA,42,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33271,105338,2012,1,CL,HIROSHIMA,27,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33272,105339,2005,1,PL,ORIX,3,10,0,1,0,0,0,0,0,0.0,0,4,1.0,10.0,1,0.1,0.1,0.1,0.2,0.0,0.4
33273,105339,2006,1,PL,ORIX,9,5,0,0,0,0,0,0,0,0.0,0,3,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.6
33274,105339,2008,1,CL,HIROSHIMA,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33275,105340,2005,1,CL,CHUNICHI,47,8,0,0,0,0,0,0,0,0.0,0,6,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.667
33276,105340,2006,1,CL,CHUNICHI,46,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33277,105340,2007,1,CL,CHUNICHI,30,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33278,105340,2008,1,CL,CHUNICHI,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33279,105340,2009,1,CL,CHUNICHI,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33280,105340,2010,1,CL,CHUNICHI,41,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33281,105340,2011,1,CL,CHUNICHI,55,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33282,105340,2012,1,CL,CHUNICHI,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33283,105340,2013,1,CL,CHUNICHI,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33284,105340,2014,1,CL,CHUNICHI,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33285,105341,2005,1,PL,SEIBU,81,194,29,51,10,0,4,16,6,1.0,9,21,1.0,219.0,73,0.263,0.376,0.298,0.674,0.041,0.096
33286,105341,2006,1,PL,SEIBU,115,404,57,118,21,4,4,44,28,9.0,24,42,4.0,468.0,159,0.292,0.394,0.336,0.729,0.051,0.09
33287,105341,2007,1,PL,SEIBU,116,422,40,108,19,2,3,34,38,9.0,17,51,7.0,486.0,140,0.256,0.332,0.29,0.622,0.035,0.105
33288,105341,2008,1,PL,SEIBU,139,582,85,167,25,6,4,46,50,17.0,24,57,11.0,634.0,216,0.287,0.371,0.322,0.693,0.038,0.09
33289,105341,2009,1,PL,SEIBU,139,588,92,153,32,4,13,58,51,12.0,36,72,8.0,646.0,232,0.26,0.395,0.309,0.704,0.056,0.111
33290,105341,2010,1,PL,SEIBU,137,576,100,170,31,5,13,54,59,12.0,43,72,9.0,643.0,250,0.295,0.434,0.347,0.781,0.067,0.112
33291,105341,2011,1,PL,SEIBU,86,326,43,75,8,2,1,18,22,10.0,26,51,3.0,364.0,90,0.23,0.276,0.295,0.571,0.071,0.14
33292,105341,2012,1,PL,SEIBU,52,204,26,46,6,1,2,19,8,7.0,15,30,6.0,231.0,60,0.225,0.294,0.277,0.571,0.065,0.13
33293,105341,2013,1,PL,SEIBU,72,259,41,75,5,0,4,28,9,1.0,24,35,4.0,300.0,92,0.29,0.355,0.354,0.71,0.08,0.117
33294,105341,2014,1,CL,YOMIURI,126,429,54,108,16,2,6,32,24,7.0,29,51,14.0,484.0,146,0.252,0.34,0.304,0.644,0.06,0.105
33295,105341,2015,1,CL,YOMIURI,113,348,42,85,13,1,10,36,21,9.0,25,36,7.0,411.0,130,0.244,0.374,0.299,0.672,0.061,0.088
33296,105341,2016,1,CL,YOMIURI,32,81,10,18,3,0,2,4,4,0.0,6,8,2.0,93.0,27,0.222,0.333,0.276,0.609,0.065,0.086
33297,105342,2005,1,CL,HIROSHIMA,33,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33298,105342,2006,1,CL,HIROSHIMA,23,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33299,105342,2007,1,CL,HIROSHIMA,47,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33300,105342,2008,1,CL,HIROSHIMA,64,1,0,0,0,0,0,0,0,0.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33301,105342,2009,1,CL,HIROSHIMA,26,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33302,105342,2010,1,CL,HIROSHIMA,46,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1.0,0,,,1.0,,1.0,0.0
33303,105342,2011,1,CL,HIROSHIMA,23,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33304,105342,2012,1,CL,HIROSHIMA,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33305,105342,2013,1,CL,HIROSHIMA,8,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33306,105342,2014,1,CL,HIROSHIMA,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33307,105342,2015,1,PL,RAKUTEN,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33308,105343,2005,1,CL,YOMIURI,11,9,1,1,0,0,0,0,0,0.0,0,5,0.0,11.0,1,0.111,0.111,0.111,0.222,0.0,0.455
33309,105343,2006,1,CL,YOMIURI,26,2,0,0,0,0,0,0,0,0.0,0,1,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.333
33310,105343,2007,1,CL,YOMIURI,7,8,0,0,0,0,0,0,0,0.0,0,6,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.75
33311,105343,2008,1,CL,YOMIURI,18,6,2,2,0,0,0,1,0,0.0,0,4,0.0,6.0,2,0.333,0.333,0.333,0.667,0.0,0.667
33312,105343,2009,1,CL,YOMIURI,25,2,0,0,0,0,0,0,0,0.0,0,2,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.667
33313,105343,2010,1,CL,YOMIURI,12,2,0,0,0,0,0,0,0,0.0,0,2,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33314,105343,2011,1,CL,YOMIURI,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33315,105343,2012,1,CL,YOMIURI,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33316,105344,2005,1,CL,YAKULT,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33317,105344,2006,1,CL,YAKULT,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33318,105344,2008,1,CL,YAKULT,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33319,105345,2005,1,CL,HIROSHIMA,7,7,0,0,0,0,0,0,0,1.0,0,4,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.444
33320,105345,2006,1,CL,HIROSHIMA,5,4,0,0,0,0,0,0,0,0.0,0,3,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.75
33321,105345,2007,1,CL,HIROSHIMA,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,,,,,0.0,0.0
33322,105345,2008,1,CL,HIROSHIMA,16,3,0,0,0,0,0,0,0,0.0,0,2,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33323,105345,2009,1,CL,HIROSHIMA,7,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33324,105345,2010,1,CL,HIROSHIMA,53,1,0,0,0,0,0,0,0,0.0,1,1,0.0,2.0,0,0.0,0.0,0.5,0.5,0.5,0.5
33325,105345,2011,1,CL,HIROSHIMA,7,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33326,105345,2012,1,CL,HIROSHIMA,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33327,105346,2005,1,CL,HIROSHIMA,28,54,10,14,0,0,0,1,2,2.0,5,18,0.0,60.0,14,0.259,0.259,0.333,0.593,0.083,0.3
33328,105346,2006,1,CL,HIROSHIMA,67,135,15,35,0,0,0,6,8,0.0,9,36,0.0,158.0,35,0.259,0.259,0.318,0.577,0.057,0.228
33329,105346,2007,1,CL,HIROSHIMA,48,108,12,25,2,0,0,4,4,3.0,10,16,3.0,131.0,27,0.231,0.25,0.303,0.553,0.076,0.122
33330,105346,2008,1,CL,HIROSHIMA,3,3,0,0,0,0,0,0,0,0.0,0,2,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33331,105346,2009,1,CL,HIROSHIMA,7,2,0,0,0,0,0,0,0,1.0,0,0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33332,105346,2010,1,CL,HIROSHIMA,6,7,1,0,0,0,0,0,1,1.0,1,0,0.0,8.0,0,0.0,0.0,0.125,0.125,0.125,0.0
33333,105346,2011,1,CL,HIROSHIMA,38,52,9,11,3,0,0,5,1,0.0,4,12,1.0,63.0,14,0.212,0.269,0.295,0.564,0.063,0.19
33334,105347,2005,1,PL,ORIX,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33335,105348,2005,1,CL,YOKOHAMA,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33336,105349,2005,1,CL,CHUNICHI,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33337,105349,2007,1,CL,CHUNICHI,37,77,8,22,2,1,2,11,0,0.0,4,14,0.0,82.0,32,0.286,0.416,0.329,0.745,0.049,0.171
33338,105349,2008,1,CL,CHUNICHI,1,2,1,0,0,0,0,0,0,0.0,1,1,0.0,3.0,0,0.0,0.0,0.333,0.333,0.333,0.333
33339,105349,2009,1,CL,CHUNICHI,9,13,1,2,0,0,0,1,0,0.0,0,3,0.0,14.0,2,0.154,0.154,0.143,0.297,0.0,0.214
33340,105349,2010,1,CL,CHUNICHI,58,97,11,24,5,0,2,17,0,0.0,4,18,2.0,104.0,35,0.247,0.361,0.275,0.635,0.038,0.173
33341,105349,2011,1,CL,CHUNICHI,64,108,11,31,10,1,1,15,0,0.0,7,20,4.0,117.0,46,0.287,0.426,0.342,0.768,0.06,0.171
33342,105349,2012,1,CL,CHUNICHI,85,156,10,44,8,0,4,17,1,1.0,8,36,4.0,166.0,64,0.282,0.41,0.315,0.725,0.048,0.217
33343,105349,2013,1,CL,CHUNICHI,44,41,3,8,2,1,1,6,0,0.0,9,12,1.0,52.0,15,0.195,0.366,0.365,0.731,0.173,0.231
33344,105349,2014,1,CL,CHUNICHI,6,5,1,1,0,0,0,0,0,0.0,0,3,0.0,5.0,1,0.2,0.2,0.2,0.4,0.0,0.6
33345,105349,2015,1,CL,YOMIURI,59,98,7,27,9,1,3,13,0,0.0,4,20,6.0,104.0,47,0.276,0.48,0.301,0.781,0.038,0.192
33346,105349,2016,1,CL,YOMIURI,43,48,4,8,2,0,2,6,0,0.0,4,11,2.0,53.0,16,0.167,0.333,0.245,0.579,0.075,0.208
33347,105350,2005,1,CL,CHUNICHI,10,3,0,1,0,0,0,0,0,0.0,0,0,1.0,3.0,1,0.333,0.333,0.333,0.667,0.0,0.0
33348,105350,2008,1,CL,CHUNICHI,39,25,0,1,1,0,0,0,0,0.0,0,16,0.0,28.0,2,0.04,0.08,0.04,0.12,0.0,0.571
33349,105350,2009,1,CL,CHUNICHI,25,56,2,7,0,0,0,2,0,0.0,0,21,0.0,57.0,7,0.125,0.125,0.125,0.25,0.0,0.368
33350,105350,2010,1,CL,CHUNICHI,29,50,3,5,1,0,0,2,0,0.0,2,27,1.0,60.0,6,0.1,0.12,0.135,0.255,0.033,0.45
33351,105350,2011,1,CL,CHUNICHI,25,44,1,1,0,0,0,0,0,0.0,1,21,2.0,48.0,1,0.023,0.023,0.044,0.067,0.021,0.438
33352,105350,2020,1,PL,LOTTE,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33353,105350,2021,1,CL,HANSHIN,2,4,0,1,0,0,0,0,0,0.0,0,1,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.25
33354,105351,2005,1,PL,SOFTBANK,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33355,105351,2006,1,PL,SOFTBANK,34,69,5,16,3,3,0,7,2,0.0,4,28,0.0,74.0,25,0.232,0.362,0.284,0.646,0.054,0.378
33356,105351,2007,1,PL,SOFTBANK,22,36,3,4,2,0,1,2,0,0.0,1,14,0.0,39.0,9,0.111,0.25,0.132,0.382,0.026,0.359
33357,105351,2008,1,PL,SOFTBANK,49,56,5,5,2,0,0,1,1,1.0,3,15,1.0,61.0,7,0.089,0.125,0.136,0.261,0.049,0.246
33358,105351,2009,1,PL,SOFTBANK,91,40,14,6,2,1,0,2,7,1.0,1,11,1.0,42.0,10,0.15,0.25,0.171,0.421,0.024,0.262
33359,105351,2010,1,PL,SOFTBANK,95,35,16,7,1,2,0,4,12,4.0,4,17,0.0,43.0,12,0.2,0.343,0.275,0.618,0.093,0.395
33360,105351,2011,1,PL,SOFTBANK,108,28,20,6,2,0,0,4,10,4.0,1,7,0.0,30.0,8,0.214,0.286,0.267,0.552,0.033,0.233
33361,105351,2012,1,PL,SOFTBANK,73,12,9,2,0,0,0,1,10,1.0,0,7,0.0,13.0,2,0.167,0.167,0.167,0.333,0.0,0.538
33362,105351,2013,1,PL,SOFTBANK,34,6,2,0,0,0,0,0,1,0.0,0,3,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33363,105351,2014,1,PL,SOFTBANK,81,8,9,2,0,0,0,0,8,4.0,2,3,0.0,12.0,2,0.25,0.25,0.4,0.65,0.167,0.25
33364,105351,2015,1,PL,SOFTBANK,1,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0,,,,,,
33365,105351,2016,1,PL,SOFTBANK,84,148,32,39,6,1,6,19,11,1.0,11,45,0.0,162.0,65,0.264,0.439,0.314,0.754,0.068,0.278
33366,105351,2017,1,PL,SOFTBANK,2,3,0,0,0,0,0,0,0,0.0,0,1,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.333
33367,105351,2018,1,PL,SOFTBANK,41,24,8,4,1,0,1,2,3,1.0,1,9,0.0,26.0,8,0.167,0.333,0.2,0.533,0.038,0.346
33368,105352,2005,1,PL,SEIBU,13,3,0,0,0,0,0,0,0,0.0,0,2,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.667
33369,105352,2006,1,PL,SEIBU,26,6,0,1,0,0,0,0,0,0.0,0,2,0.0,6.0,1,0.167,0.167,0.167,0.333,0.0,0.333
