npbbID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
33370,105352,2007,1,PL,SEIBU,29,8,0,1,0,0,0,0,0,0.0,0,3,0.0,8.0,1,0.125,0.125,0.125,0.25,0.0,0.375
33371,105352,2008,1,PL,SEIBU,25,5,0,0,0,0,0,0,0,0.0,0,4,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.8
33372,105352,2009,1,PL,SEIBU,27,6,0,2,1,0,0,1,0,0.0,0,2,0.0,6.0,3,0.333,0.5,0.333,0.833,0.0,0.333
33373,105352,2010,1,PL,SEIBU,27,7,1,3,1,0,0,4,0,0.0,0,1,0.0,7.0,4,0.429,0.571,0.429,1.0,0.0,0.143
33374,105352,2011,1,PL,SEIBU,26,5,1,2,0,0,0,0,0,0.0,0,3,0.0,6.0,2,0.4,0.4,0.4,0.8,0.0,0.5
33375,105352,2012,1,PL,SEIBU,55,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33376,105352,2013,1,PL,SEIBU,45,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33377,105352,2014,1,PL,LOTTE,26,6,0,0,0,0,0,0,0,0.0,0,1,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.167
33378,105352,2015,1,PL,LOTTE,28,6,0,1,0,0,0,0,0,0.0,0,4,0.0,6.0,1,0.167,0.167,0.167,0.333,0.0,0.667
33379,105352,2016,1,PL,LOTTE,26,6,0,0,0,0,0,0,0,0.0,0,4,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.667
33380,105352,2017,1,PL,LOTTE,25,4,0,0,0,0,0,0,0,0.0,0,4,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33381,105352,2018,1,PL,LOTTE,22,2,0,0,0,0,0,0,0,0.0,0,2,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33382,105352,2019,1,PL,LOTTE,18,2,0,0,0,0,0,0,0,0.0,0,2,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33383,105352,2020,1,PL,RAKUTEN,20,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33384,105352,2021,1,PL,RAKUTEN,21,2,0,0,0,0,0,0,0,0.0,0,1,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.333
33385,105352,2022,1,PL,RAKUTEN,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33386,105352,2023,1,CL,CHUNICHI,21,28,1,2,0,0,0,1,0,0.0,1,15,0.0,31.0,2,0.071,0.071,0.103,0.175,0.032,0.484
33387,105352,2024,1,CL,CHUNICHI,16,22,1,1,1,0,0,0,0,0.0,1,9,1.0,24.0,2,0.045,0.091,0.087,0.178,0.042,0.375
33388,105352,2025,1,CL,CHUNICHI,4,5,1,1,0,0,0,0,0,0.0,1,2,0.0,6.0,1,0.2,0.2,0.333,0.533,0.167,0.333
33389,105353,2005,1,CL,YAKULT,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33390,105353,2006,1,CL,YAKULT,11,4,0,0,0,0,0,0,0,0.0,0,1,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.25
33391,105353,2008,1,CL,YAKULT,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33392,105353,2009,1,CL,YAKULT,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33393,105354,2005,1,PL,NIPPON-HAM,14,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33394,105354,2006,1,PL,NIPPON-HAM,27,6,0,1,0,0,0,0,0,0.0,0,3,1.0,6.0,1,0.167,0.167,0.167,0.333,0.0,0.5
33395,105354,2007,1,PL,NIPPON-HAM,26,8,0,0,0,0,0,0,0,0.0,0,4,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33396,105354,2008,1,PL,NIPPON-HAM,25,8,0,1,1,0,0,1,0,0.0,0,3,0.0,8.0,2,0.125,0.25,0.125,0.375,0.0,0.375
33397,105354,2009,1,PL,NIPPON-HAM,23,5,0,0,0,0,0,0,0,0.0,0,1,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.167
33398,105354,2010,1,PL,NIPPON-HAM,26,3,0,1,0,0,0,0,0,0.0,0,1,0.0,3.0,1,0.333,0.333,0.333,0.667,0.0,0.333
33399,105354,2011,1,PL,NIPPON-HAM,28,6,0,2,0,0,0,0,0,0.0,1,0,0.0,7.0,2,0.333,0.333,0.429,0.762,0.143,0.0
33400,105355,2006,1,PL,NIPPON-HAM,73,227,24,52,15,1,3,21,3,2.0,11,35,7.0,249.0,78,0.229,0.344,0.264,0.608,0.044,0.141
33401,105356,2006,1,PL,SEIBU,49,143,24,36,9,1,13,32,0,1.0,13,35,2.0,158.0,86,0.252,0.601,0.323,0.924,0.082,0.222
33402,105356,2007,1,PL,SEIBU,47,138,19,36,9,0,8,28,1,0.0,11,42,2.0,150.0,69,0.261,0.5,0.32,0.82,0.073,0.28
33403,105357,2006,1,PL,RAKUTEN,21,6,0,1,1,0,0,1,0,0.0,1,0,0.0,7.0,2,0.167,0.333,0.286,0.619,0.143,0.0
33404,105357,2007,1,PL,NIPPON-HAM,24,7,0,0,0,0,0,0,0,0.0,0,3,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.333
33405,105357,2008,1,PL,NIPPON-HAM,26,5,0,0,0,0,0,0,0,0.0,0,1,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.2
33406,105357,2009,1,CL,YOKOHAMA,23,26,1,4,1,0,0,0,0,0.0,2,12,0.0,33.0,5,0.154,0.192,0.267,0.459,0.061,0.364
33407,105358,2006,1,CL,YOMIURI,31,87,9,17,3,1,2,7,0,0.0,8,17,4.0,95.0,28,0.195,0.322,0.263,0.585,0.084,0.179
33408,105359,2006,1,PL,ORIX,39,89,10,13,4,0,4,7,0,0.0,18,30,3.0,108.0,29,0.146,0.326,0.296,0.622,0.167,0.278
33409,105360,2006,1,CL,YOKOHAMA,27,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33410,105361,2006,1,PL,RAKUTEN,7,15,1,3,2,0,0,0,0,0.0,1,4,0.0,17.0,5,0.2,0.333,0.25,0.583,0.059,0.235
33411,105361,2007,1,PL,RAKUTEN,1,4,0,1,0,0,0,0,0,0.0,0,1,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.25
33412,105361,2008,1,PL,RAKUTEN,14,39,6,8,0,1,1,3,0,0.0,0,8,2.0,43.0,13,0.205,0.333,0.238,0.571,0.0,0.186
33413,105362,2006,1,CL,YOMIURI,20,29,1,4,1,0,0,0,0,0.0,2,12,1.0,34.0,5,0.138,0.172,0.194,0.366,0.059,0.353
33414,105363,2006,1,PL,RAKUTEN,43,100,6,21,6,0,0,2,0,0.0,7,17,1.0,112.0,27,0.21,0.27,0.262,0.532,0.062,0.152
33415,105363,2007,1,PL,RAKUTEN,119,344,45,110,19,2,8,44,1,2.0,32,34,7.0,387.0,157,0.32,0.456,0.389,0.845,0.083,0.088
33416,105363,2008,1,PL,RAKUTEN,118,328,36,89,15,0,3,36,2,0.0,20,33,6.0,365.0,113,0.271,0.345,0.321,0.666,0.055,0.09
33417,105363,2009,1,PL,RAKUTEN,122,462,55,141,28,0,7,54,3,0.0,27,60,15.0,511.0,190,0.305,0.411,0.364,0.775,0.053,0.117
33418,105363,2010,1,PL,RAKUTEN,111,346,33,89,25,1,5,48,0,4.0,23,43,7.0,378.0,131,0.257,0.379,0.313,0.692,0.061,0.114
33419,105363,2011,1,PL,RAKUTEN,92,252,21,62,8,0,2,14,3,1.0,24,34,5.0,291.0,76,0.246,0.302,0.337,0.638,0.082,0.117
33420,105363,2012,1,PL,RAKUTEN,24,58,5,14,2,0,1,6,0,1.0,3,10,0.0,65.0,19,0.241,0.328,0.312,0.64,0.046,0.154
33421,105364,2006,1,PL,ORIX,14,6,0,0,0,0,0,0,0,0.0,0,2,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.286
33422,105365,2006,1,CL,CHUNICHI,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33423,105366,2006,1,PL,RAKUTEN,24,74,8,14,2,0,1,5,1,0.0,5,22,2.0,82.0,19,0.189,0.257,0.259,0.516,0.061,0.268
33424,105367,2006,1,PL,SOFTBANK,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33425,105368,2006,1,CL,HANSHIN,17,23,4,4,2,0,0,0,0,0.0,0,9,1.0,24.0,6,0.174,0.261,0.174,0.435,0.0,0.375
33426,105369,2006,1,PL,LOTTE,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33427,105370,2006,1,PL,SEIBU,13,2,0,0,0,0,0,0,0,0.0,0,2,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33428,105370,2007,1,PL,SEIBU,40,3,0,0,0,0,0,0,0,0.0,0,3,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33429,105370,2008,1,PL,SEIBU,55,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33430,105370,2009,1,PL,SEIBU,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33431,105370,2010,1,PL,SEIBU,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33432,105370,2011,1,PL,SEIBU,29,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33433,105371,2006,1,PL,SEIBU,18,3,1,2,0,0,0,0,0,0.0,0,0,0.0,3.0,2,0.667,0.667,0.667,1.333,0.0,0.0
33434,105371,2007,1,PL,SEIBU,14,2,0,1,0,0,0,0,0,0.0,1,0,0.0,4.0,1,0.5,0.5,0.667,1.167,0.25,0.0
33435,105372,2006,1,PL,NIPPON-HAM,29,2,0,0,0,0,0,0,0,0.0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33436,105372,2007,1,PL,NIPPON-HAM,35,10,0,1,0,0,0,0,0,0.0,0,5,0.0,10.0,1,0.1,0.1,0.1,0.2,0.0,0.5
33437,105372,2008,1,PL,NIPPON-HAM,20,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33438,105372,2009,1,PL,NIPPON-HAM,24,4,0,0,0,0,0,0,0,0.0,1,3,0.0,6.0,0,0.0,0.0,0.2,0.2,0.167,0.5
33439,105372,2010,1,PL,NIPPON-HAM,26,7,0,0,0,0,0,0,0,0.0,0,3,1.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.429
33440,105372,2011,1,PL,NIPPON-HAM,25,6,0,0,0,0,0,0,0,0.0,0,4,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.571
33441,105372,2012,1,PL,NIPPON-HAM,28,6,0,0,0,0,0,0,0,0.0,0,2,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.333
33442,105372,2013,1,PL,NIPPON-HAM,22,4,0,0,0,0,0,1,0,0.0,0,2,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33443,105372,2014,1,PL,NIPPON-HAM,25,2,0,0,0,0,0,0,0,0.0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.5
33444,105372,2015,1,PL,NIPPON-HAM,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33445,105372,2016,1,PL,NIPPON-HAM,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33446,105373,2006,1,CL,YAKULT,40,4,0,0,0,0,0,0,0,0.0,0,3,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.6
33447,105373,2007,1,CL,YAKULT,18,7,0,1,0,0,0,0,0,0.0,0,2,0.0,7.0,1,0.143,0.143,0.143,0.286,0.0,0.286
33448,105373,2008,1,CL,YAKULT,27,4,0,1,0,0,0,0,0,0.0,0,1,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.25
33449,105373,2009,1,CL,YAKULT,17,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33450,105373,2010,1,CL,YAKULT,21,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33451,105373,2011,1,CL,YAKULT,27,3,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33452,105373,2012,1,CL,YAKULT,20,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33453,105373,2013,1,CL,YAKULT,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33454,105374,2006,1,PL,LOTTE,64,186,14,51,12,0,5,20,0,1.0,25,37,4.0,213.0,78,0.274,0.419,0.362,0.781,0.117,0.174
33455,105374,2007,1,PL,LOTTE,51,138,12,28,7,0,4,13,2,0.0,12,25,9.0,150.0,47,0.203,0.341,0.267,0.607,0.08,0.167
33456,105375,2006,1,CL,HIROSHIMA,20,23,0,3,0,0,0,4,0,0.0,1,14,0.0,29.0,3,0.13,0.13,0.167,0.297,0.034,0.483
33457,105375,2008,1,CL,YAKULT,8,11,0,1,0,0,0,0,0,0.0,0,8,0.0,12.0,1,0.091,0.091,0.091,0.182,0.0,0.667
33458,105376,2006,1,PL,NIPPON-HAM,33,63,5,17,3,2,0,3,0,0.0,3,14,1.0,72.0,24,0.27,0.381,0.309,0.69,0.042,0.194
33459,105376,2007,1,PL,NIPPON-HAM,83,160,15,44,2,1,0,14,0,1.0,5,23,3.0,175.0,48,0.275,0.3,0.293,0.593,0.029,0.131
33460,105376,2008,1,PL,NIPPON-HAM,99,185,10,41,1,1,0,12,3,0.0,6,13,2.0,211.0,44,0.222,0.238,0.254,0.492,0.028,0.062
33461,105376,2009,1,PL,NIPPON-HAM,65,65,4,18,3,0,0,7,1,0.0,2,7,1.0,67.0,21,0.277,0.323,0.299,0.622,0.03,0.104
33462,105376,2010,1,CL,YOKOHAMA,22,21,3,6,1,0,0,1,0,0.0,2,3,0.0,24.0,7,0.286,0.333,0.348,0.681,0.083,0.125
33463,105376,2011,1,CL,YOKOHAMA,61,42,4,10,1,0,0,2,0,0.0,0,11,0.0,42.0,11,0.238,0.262,0.238,0.5,0.0,0.262
33464,105376,2012,1,PL,RAKUTEN,2,4,0,1,0,0,0,0,0,0.0,0,0,1.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.0
33465,105377,2006,1,PL,RAKUTEN,10,12,0,0,0,0,0,0,0,0.0,1,7,0.0,13.0,0,0.0,0.0,0.077,0.077,0.077,0.538
33466,105377,2007,1,PL,RAKUTEN,11,15,0,4,2,0,0,0,0,0.0,2,3,0.0,17.0,6,0.267,0.4,0.353,0.753,0.118,0.176
33467,105377,2012,1,PL,RAKUTEN,18,41,0,12,0,0,0,5,0,0.0,5,6,2.0,47.0,12,0.293,0.293,0.362,0.654,0.106,0.128
33468,105378,2006,1,PL,SOFTBANK,3,1,1,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33469,105378,2007,1,PL,SOFTBANK,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33470,105378,2008,1,PL,SOFTBANK,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33471,105379,2006,1,CL,HIROSHIMA,5,8,0,0,0,0,0,0,0,0.0,0,3,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.375
33472,105379,2007,1,CL,HIROSHIMA,15,14,5,3,0,0,0,1,0,0.0,2,6,0.0,17.0,3,0.214,0.214,0.312,0.527,0.118,0.353
33473,105379,2009,1,CL,HIROSHIMA,2,5,2,2,2,0,0,0,0,0.0,0,1,0.0,5.0,4,0.4,0.8,0.4,1.2,0.0,0.2
33474,105380,2006,1,PL,NIPPON-HAM,8,5,0,1,0,0,0,0,0,0.0,0,3,0.0,5.0,1,0.2,0.2,0.2,0.4,0.0,0.6
33475,105381,2006,1,CL,HIROSHIMA,123,450,78,130,20,8,8,36,13,5.0,27,62,8.0,494.0,190,0.289,0.422,0.332,0.754,0.055,0.126
33476,105381,2007,1,CL,HIROSHIMA,136,519,69,135,20,4,18,56,20,6.0,51,95,7.0,587.0,217,0.26,0.418,0.33,0.748,0.087,0.162
33477,105381,2008,1,CL,HIROSHIMA,97,287,23,65,11,0,1,17,8,5.0,23,50,7.0,318.0,79,0.226,0.275,0.289,0.564,0.072,0.157
33478,105381,2009,1,CL,HIROSHIMA,73,241,28,54,9,4,2,19,14,3.0,18,37,4.0,264.0,77,0.224,0.32,0.28,0.599,0.068,0.14
33479,105381,2010,1,CL,HIROSHIMA,144,562,82,172,34,3,13,56,43,14.0,53,80,4.0,659.0,251,0.306,0.447,0.368,0.814,0.08,0.121
33480,105381,2011,1,CL,HIROSHIMA,52,192,34,41,7,2,2,11,8,4.0,23,34,2.0,232.0,58,0.214,0.302,0.303,0.605,0.099,0.147
33481,105381,2012,1,CL,HIROSHIMA,137,499,52,122,21,3,10,52,14,8.0,50,70,7.0,575.0,179,0.244,0.359,0.311,0.67,0.087,0.122
33482,105381,2013,1,CL,HIROSHIMA,117,359,53,109,27,0,6,42,6,5.0,38,58,7.0,427.0,154,0.304,0.429,0.371,0.8,0.089,0.136
33483,105381,2014,1,CL,HIROSHIMA,114,353,43,95,16,3,8,41,7,8.0,39,57,14.0,416.0,141,0.269,0.399,0.348,0.748,0.094,0.137
33484,105381,2015,1,CL,HIROSHIMA,96,283,24,67,15,1,6,27,2,2.0,36,49,6.0,332.0,102,0.237,0.36,0.323,0.683,0.108,0.148
33485,105381,2016,1,CL,HIROSHIMA,7,9,1,0,0,0,0,0,0,0.0,3,0,2.0,12.0,0,0.0,0.0,0.25,0.25,0.25,0.0
33486,105382,2006,1,CL,HIROSHIMA,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33487,105382,2007,1,CL,HIROSHIMA,17,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33488,105382,2008,1,CL,HIROSHIMA,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33489,105383,2006,1,CL,YOKOHAMA,9,6,0,1,0,0,0,0,0,0.0,0,4,0.0,6.0,1,0.167,0.167,0.167,0.333,0.0,0.667
33490,105383,2007,1,CL,YOKOHAMA,16,12,0,2,0,0,0,1,0,0.0,0,4,0.0,14.0,2,0.167,0.167,0.167,0.333,0.0,0.286
33491,105383,2008,1,CL,YOKOHAMA,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33492,105384,2006,1,PL,RAKUTEN,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33493,105384,2007,1,PL,RAKUTEN,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33494,105384,2008,1,PL,RAKUTEN,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33495,105385,2006,1,PL,ORIX,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33496,105385,2007,1,PL,ORIX,39,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33497,105385,2008,1,PL,ORIX,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33498,105385,2009,1,PL,ORIX,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33499,105385,2010,1,PL,ORIX,57,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33500,105385,2011,1,PL,ORIX,68,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33501,105385,2012,1,PL,ORIX,52,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33502,105385,2013,1,PL,ORIX,37,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33503,105385,2014,1,PL,ORIX,55,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33504,105385,2015,1,PL,ORIX,50,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33505,105385,2016,1,PL,ORIX,16,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33506,105385,2017,1,PL,ORIX,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33507,105385,2018,1,PL,ORIX,17,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33508,105385,2019,1,PL,ORIX,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33509,105386,2006,1,CL,CHUNICHI,40,41,10,6,2,0,0,0,1,1.0,0,7,0.0,44.0,8,0.146,0.195,0.167,0.362,0.0,0.159
33510,105386,2007,1,CL,CHUNICHI,76,64,14,13,3,0,1,5,7,2.0,2,19,0.0,71.0,19,0.203,0.297,0.224,0.521,0.028,0.268
33511,105386,2008,1,CL,CHUNICHI,40,35,10,6,1,0,2,2,2,1.0,1,9,0.0,39.0,13,0.171,0.371,0.194,0.566,0.026,0.231
33512,105386,2009,1,CL,CHUNICHI,114,401,50,120,26,1,10,49,15,1.0,23,79,4.0,438.0,178,0.299,0.444,0.337,0.781,0.053,0.18
33513,105386,2010,1,CL,CHUNICHI,63,166,17,39,6,3,1,8,3,1.0,7,38,1.0,184.0,54,0.235,0.325,0.269,0.594,0.038,0.207
33514,105386,2011,1,CL,CHUNICHI,20,50,7,12,2,0,0,3,1,0.0,1,13,1.0,58.0,14,0.24,0.28,0.283,0.563,0.017,0.224
33515,105386,2012,1,CL,CHUNICHI,54,56,5,11,2,0,0,3,1,1.0,4,13,1.0,62.0,13,0.196,0.232,0.246,0.478,0.065,0.21
33516,105386,2013,1,CL,CHUNICHI,108,238,27,72,10,0,6,19,5,2.0,14,53,4.0,259.0,100,0.303,0.42,0.342,0.763,0.054,0.205
33517,105386,2014,1,CL,CHUNICHI,88,266,35,73,13,3,6,36,2,2.0,25,55,2.0,300.0,110,0.274,0.414,0.337,0.75,0.083,0.183
33518,105386,2015,1,CL,CHUNICHI,118,275,28,81,9,3,6,45,3,0.0,23,69,4.0,315.0,114,0.295,0.415,0.349,0.763,0.073,0.219
33519,105386,2016,1,CL,CHUNICHI,87,167,15,36,5,1,3,19,0,0.0,12,45,3.0,187.0,52,0.216,0.311,0.265,0.577,0.064,0.241
33520,105386,2017,1,CL,CHUNICHI,128,374,29,99,18,3,6,42,5,6.0,24,96,6.0,408.0,141,0.265,0.377,0.311,0.688,0.059,0.235
33521,105386,2018,1,CL,CHUNICHI,96,145,21,35,8,0,3,30,0,0.0,12,36,1.0,162.0,52,0.241,0.359,0.29,0.649,0.074,0.222
33522,105386,2019,1,CL,CHUNICHI,61,141,12,31,8,1,1,12,1,0.0,11,33,3.0,154.0,44,0.22,0.312,0.279,0.591,0.071,0.214
33523,105386,2021,1,CL,CHUNICHI,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
33524,105387,2006,1,PL,LOTTE,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33525,105387,2009,1,PL,LOTTE,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33526,105387,2010,1,PL,LOTTE,58,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33527,105387,2011,1,PL,LOTTE,21,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33528,105387,2012,1,PL,LOTTE,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33529,105387,2013,1,PL,LOTTE,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33530,105387,2014,1,PL,LOTTE,23,2,0,1,0,0,0,1,0,0.0,0,1,0.0,3.0,1,0.5,0.5,0.5,1.0,0.0,0.333
33531,105387,2015,1,PL,LOTTE,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33532,105387,2016,1,PL,LOTTE,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
33533,105388,2006,1,PL,ORIX,12,13,1,2,0,0,0,1,1,0.0,1,4,0.0,15.0,2,0.154,0.154,0.214,0.368,0.067,0.267
33534,105388,2007,1,PL,ORIX,22,21,4,5,0,0,1,3,0,0.0,4,5,0.0,27.0,8,0.238,0.381,0.36,0.741,0.148,0.185
33535,105388,2008,1,PL,ORIX,7,10,1,1,0,0,0,0,0,0.0,0,6,0.0,10.0,1,0.1,0.1,0.1,0.2,0.0,0.6
33536,105388,2009,1,PL,ORIX,12,11,0,2,0,0,0,1,0,0.0,0,0,0.0,11.0,2,0.182,0.182,0.182,0.364,0.0,0.0
33537,105388,2010,1,PL,ORIX,17,15,1,1,1,0,0,0,0,0.0,0,4,0.0,15.0,2,0.067,0.133,0.067,0.2,0.0,0.267
33538,105388,2011,1,PL,ORIX,32,78,8,16,3,0,1,4,1,0.0,7,12,1.0,92.0,22,0.205,0.282,0.276,0.558,0.076,0.13
33539,105388,2012,1,PL,ORIX,20,33,2,5,1,0,0,1,0,0.0,1,3,0.0,36.0,6,0.152,0.182,0.171,0.353,0.028,0.083
33540,105389,2006,1,PL,ORIX,35,45,9,16,1,0,0,1,2,3.0,6,4,1.0,55.0,17,0.356,0.378,0.453,0.831,0.109,0.073
33541,105389,2007,1,PL,ORIX,11,13,1,0,0,0,0,0,0,0.0,0,0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33542,105389,2008,1,PL,ORIX,42,58,10,12,1,0,0,5,4,3.0,5,12,0.0,67.0,13,0.207,0.224,0.266,0.49,0.075,0.179
33543,105389,2009,1,PL,ORIX,34,11,11,0,0,0,0,0,3,1.0,1,2,0.0,12.0,0,0.0,0.0,0.083,0.083,0.083,0.167
33544,105389,2010,1,PL,ORIX,68,130,26,43,2,0,0,9,5,2.0,8,21,2.0,149.0,45,0.331,0.346,0.367,0.713,0.054,0.141
33545,105389,2011,1,PL,ORIX,82,113,19,21,1,0,0,4,5,2.0,6,19,1.0,125.0,22,0.186,0.195,0.227,0.422,0.048,0.152
33546,105389,2012,1,PL,ORIX,18,26,2,4,0,0,0,0,1,0.0,1,2,1.0,27.0,4,0.154,0.154,0.185,0.339,0.037,0.074
33547,105389,2013,1,PL,RAKUTEN,89,81,20,22,0,0,0,9,11,2.0,8,10,0.0,95.0,22,0.272,0.272,0.344,0.616,0.084,0.105
33548,105389,2014,1,PL,RAKUTEN,50,44,12,8,1,0,0,0,8,2.0,3,12,0.0,53.0,9,0.182,0.205,0.234,0.439,0.057,0.226
33549,105389,2015,1,PL,RAKUTEN,47,15,11,3,1,0,0,0,9,3.0,2,4,2.0,21.0,4,0.2,0.267,0.294,0.561,0.095,0.19
33550,105390,2006,1,CL,YOMIURI,60,215,22,58,7,2,1,11,4,3.0,8,42,1.0,226.0,72,0.27,0.335,0.302,0.637,0.035,0.186
33551,105390,2007,1,CL,YOMIURI,91,177,28,50,6,5,1,14,8,1.0,5,30,3.0,188.0,69,0.282,0.39,0.314,0.703,0.027,0.16
